NCAA name,School,Conference,Division,Fall/2025 Roster,2025 Schedule,ScheduleLink,RosterLink,BaseURL,URL,Last Checked Roster,Last Checked Schedule,Site,YesBoth,YesRost,YesSked,No,images,color,record,ovr_win_pct,ovr_strk,conference_record,conf_win_pct,conf_strk,conf_image,notes,op,pp,prod
Sul Ross St.,Sul Ross State,Lone Star,NA,Yes,Yes,https://srlobos.com/sports/baseball/schedule/2025,https://srlobos.com/sports/baseball/roster/2025,https://srlobos.com/sports/baseball,https://srlobos.com,2024-11-03T00:00:00Z,2024-11-03T00:00:00Z,Sidearm,1,0,0,0,https://srlobos.com/images/logos/site/site.png?width=600,#b60001,10-29,0,L2,0-0,0,NA,https://lonestarconference.org/images/logos/site/site.png?width=600,DIII Member; 1st Season as a Division II Program in 2025,43.6,66.8,52.7
Tampa,Tampa,Sunshine State,NA,Yes,Yes,https://www.tampaspartans.com/sports/bsb/2024-25/schedule,https://www.tampaspartans.com/sports/bsb/2024-25/roster,https://www.tampaspartans.com/sports/bsb,https://www.tampaspartans.com,2024-11-03T00:00:00Z,2024-11-03T00:00:00Z,Presto,1,0,0,0,https://cdn.usteamcolors.com/images/ncaa/division-2/tampa-spartans-logo.png,#D01C2E,52-8,0.867,W6,24-6,0.8,W2,https://sunshinestateconference.com/images/logos/site/site.png?width=600,Defending National Champions,49.5,52.4,50.6
Tex. A&M Int'l,Texas A&M International,Lone Star,NA,Yes,Yes,https://godustdevils.com/sports/baseball/schedule/2025,https://godustdevils.com/sports/baseball/roster/2025,https://godustdevils.com/sports/baseball,https://godustdevils.com,2024-11-03T00:00:00Z,2024-12-16T00:00:00Z,Sidearm,1,0,0,0,https://godustdevils.com/images/logos/site/site.png?width=600,#61162d,24-28,0.462,L2,24-24,0.5,L2,https://lonestarconference.org/images/logos/site/site.png?width=600,Lone Star Tournament Appearance,63.6,35.199999999999996,52.800000000000004
Tex. A&M-Kingsville,Texas A&M-Kingsville,Lone Star,NA,No,Yes,https://javelinaathletics.com/sports/baseball/schedule/2025,https://javelinaathletics.com/sports/baseball/roster/2025,https://javelinaathletics.com/sports/baseball,https://javelinaathletics.com,2024-12-30T00:00:00Z,2024-11-03T00:00:00Z,Sidearm,0,0,1,0,https://javelinaathletics.com/images/logos/site/site.png?width=600,#1E59AE,23-27,0.46,L12,21-27,0.438,L12,https://lonestarconference.org/images/logos/site/site.png?width=600,NA,NA,NA,NA
Tex. Permian Basin,Texas Permian Basin,Lone Star,NA,Yes,Yes,https://utpbfalcons.com/sports/baseball/schedule/2025,https://utpbfalcons.com/sports/baseball/roster/2025,https://utpbfalcons.com/sports/baseball,https://utpbfalcons.com,2024-09-20T00:00:00Z,2024-12-16T00:00:00Z,Sidearm,1,0,0,0,https://utpbfalcons.com/images/logos/site/site.png?width=600,#e76306,35-25,0.583,L2,28-20,0.583,L3,https://lonestarconference.org/images/logos/site/site.png?width=600,South Central Regional Appearance,34.5,39.900000000000006,36.5
Thomas More,Thomas More,G-MAC,NA,Yes,Yes,https://thomasmoresaints.com/sports/baseball/schedule/2025,https://thomasmoresaints.com/sports/baseball/roster/2025,https://thomasmoresaints.com/sports/baseball,https://thomasmoresaints.com,2024-11-03T00:00:00Z,2024-12-19T00:00:00Z,Sidearm,1,0,0,0,https://thomasmoresaints.com/images/logos/site/site.png?width=600,#00549e,14-35,0.286,L1,7-25,0.219,W1,https://greatmidwestsports.com/images/logos/site/site.png?width=600,NA,58.3,78.2,65.9
Tiffin,Tiffin,G-MAC,NA,Yes,Yes,https://gotiffindragons.com/sports/baseball/schedule/2025,https://gotiffindragons.com/sports/baseball/roster/2025,https://gotiffindragons.com/sports/baseball,https://gotiffindragons.com,2024-12-19T00:00:00Z,2024-11-03T00:00:00Z,Sidearm,1,0,0,0,https://gotiffindragons.com/images/logos/site/site.png?width=600,#154734,26-25,0.51,L1,18-14,0.563,L1,https://greatmidwestsports.com/images/logos/site/site.png?width=600,G-MAC Tournament Appearance,64.6,69.8,66.5
Trevecca Nazarene,Trevecca Nazarene,Gulf South,NA,Yes,Yes,https://tnutrojans.com/sports/baseball/schedule/2025,https://tnutrojans.com/sports/baseball/roster/2025,https://tnutrojans.com/sports/baseball,https://tnutrojans.com,2024-10-17T00:00:00Z,2024-10-17T00:00:00Z,Sidearm,1,0,0,0,https://tnutrojans.com/images/logos/site/site.png?width=600,#512d6d,33-23,0.589,L2,20-12,0.625,W5,https://gscsports.org/images/logos/site/site.png?width=600,G-MAC Tournament Champions; Midwest Regional Appearance; First Season as a Gulf South Member in 2025,57.3,41.3,51.300000000000004
Truman St.,Truman State,GLVC,NA,Yes,Yes,https://trumanbulldogs.com/sports/baseball/schedule/2025,https://trumanbulldogs.com/sports/baseball/roster/2025,https://trumanbulldogs.com/sports/baseball,https://trumanbulldogs.com,2024-10-30T00:00:00Z,2024-10-30T00:00:00Z,Sidearm,1,0,0,0,https://trumanbulldogs.com/images/logos/site/site.png?width=600,#510c76,12-38,0.24,W1,9-27,0.25,W1,https://glvcsports.com/images/logos/site/site.png?width=600,NA,47.9,26,39.5
Tusculum,Tusculum,SAC,NA,Yes,Yes,https://www.tusculumpioneers.com/sports/bsb/2024-25/schedule,https://www.tusculumpioneers.com/sports/bsb/2024-25/roster,https://www.tusculumpioneers.com/sports/bsb,https://www.tusculumpioneers.com,2024-12-01T00:00:00Z,2024-12-30T00:00:00Z,Presto,1,0,0,0,https://cdn.usteamcolors.com/images/ncaa/division-2/tusculum-pioneers-logo.png,#F25422,26-26,0.5,L1,18-12,0.6,L1,https://cdn.usteamcolors.com/images/ncaa/conferences/south-atlantic-conference-logo.png,SAC Tournament Appearance,38.6,56.6,45.5
Tuskegee,Tuskegee,SIAC,NA,No,Yes,https://goldentigersports.com/sports/baseball/schedule/2025,https://goldentigersports.com/sports/baseball/roster/2025,https://goldentigersports.com/sports/baseball,https://goldentigersports.com,2025-01-07T00:00:00Z,2025-01-07T00:00:00Z,Sidearm,0,0,1,0,https://goldentigersports.com/images/logos/site/site.png?width=600,#7b0707,9-35,0.205,L8,7-23,0.233,L6,https://thesiac.com/images/logos/site/site.png?width=600,NA,NA,NA,NA
UC-Colo. Springs,UC-Colorado Springs,RMAC,NA,Yes,Yes,https://gomountainlions.com/sports/baseball/schedule/2025,https://gomountainlions.com/sports/baseball/roster/2025,https://gomountainlions.com/sports/baseball,https://gomountainlions.com,2024-09-20T00:00:00Z,2024-09-20T00:00:00Z,Sidearm,1,0,0,0,https://gomountainlions.com/images/logos/site/site.png?width=600,#cfb87c,16-32,0.333,L1,13-19,0.406,L1,https://rmacsports.org/images/logos/site/site.png?width=600,NA,78.5,45.9,66
UIndy,UIndy,GLVC,NA,Yes,Yes,https://athletics.uindy.edu/sports/baseball/schedule/2025,https://athletics.uindy.edu/sports/baseball/roster/2025,https://athletics.uindy.edu/sports/baseball,https://athletics.uindy.edu,2025-01-16T00:00:00Z,2024-10-31T00:00:00Z,Sidearm,1,0,1,0,https://athletics.uindy.edu/images/logos/site/site.png?width=600,#9d2235,41-21,0.661,L2,29-7,0.806,W2,https://glvcsports.com/images/logos/site/site.png?width=600,Midwest Region Champions; Back-to-back CWS Appearances,36.3,69.8,48.9
UNC Pembroke,UNC Pembroke,Conference Carolinas,NA,Yes,Yes,https://uncpbraves.com/sports/baseball/schedule/2025,https://uncpbraves.com/sports/baseball/roster/2025,https://uncpbraves.com/sports/baseball,https://uncpbraves.com,2024-10-31T00:00:00Z,2024-10-31T00:00:00Z,Sidearm,1,0,0,0,https://uncpbraves.com/images/logos/site/site.png?width=600,#b5985a,43-14,0.754,L2,19-11,0.633,L1,https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/swuathletics.com/images/responsive_2020/logo_footer_conference-carolina.png,Conference Carolinas Tournament Champions; Southeast Regional Appearance,39.7,70.1,51.1
Union (TN),Union,Gulf South,NA,Yes,Yes,https://uuathletics.com/sports/baseball/schedule/2025,https://uuathletics.com/sports/baseball/roster/2025,https://uuathletics.com/sports/baseball,https://uuathletics.com,2024-10-31T00:00:00Z,2024-10-31T00:00:00Z,Sidearm,1,0,0,0,https://uuathletics.com/images/logos/site/site.png?width=600,#8f0000,17-29,0.37,L4,11-19,0.367,L3,https://gscsports.org/images/logos/site/site.png?width=600,NA,78.3,75.6,77.3
Upper Iowa,Upper Iowa,GLVC,NA,Yes,Yes,https://uiupeacocks.com/sports/baseball/schedule/2025,https://uiupeacocks.com/sports/baseball/roster/2025,https://uiupeacocks.com/sports/baseball,https://uiupeacocks.com,2024-10-29T00:00:00Z,2024-10-29T00:00:00Z,Sidearm,1,0,0,0,https://uiupeacocks.com/images/logos/site/site.png?width=600,#003790,13-34,0.277,L1,10-28,0.263,L1,https://glvcsports.com/images/logos/site/site.png?width=600,NA,93.8,56.00000000000001,79.2
USC Aiken,USC Aiken,Peach Belt,NA,Yes,Yes,https://pacersports.com/sports/baseball/schedule/2025,https://pacersports.com/sports/baseball/roster/2025,https://pacersports.com/sports/baseball,https://pacersports.com,2024-09-20T00:00:00Z,2024-09-20T00:00:00Z,Sidearm,1,0,0,0,https://pacersports.com/images/logos/site/site.png?width=600,#002855,14-38,0.269,L2,10-17,0.37,L2,https://peachbeltconference.org/images/logos/site/site.png?width=600,Peach Belt Tournament Appearance,69.8,43.6,59.699999999999996
USC Beaufort,USC Beaufort,Peach Belt,NA,Yes,Yes,https://uscbathletics.com/sports/baseball/schedule/2025,https://uscbathletics.com/sports/baseball/roster/2025,https://uscbathletics.com/sports/baseball,https://uscbathletics.com,2024-12-01T00:00:00Z,2025-01-07T00:00:00Z,Sidearm,1,0,0,0,https://uscbathletics.com/images/logos/site/site.png?width=600,#002d62,13-31,0.295,L1,8-19,0.296,L1,https://peachbeltconference.org/images/logos/site/site.png?width=600,NA,37.3,40.1,38.4
UT Tyler,UT Tyler,Lone Star,NA,No,Yes,https://uttylerpatriots.com/sports/baseball/schedule/2025,https://uttylerpatriots.com/sports/baseball/roster/2025,https://uttylerpatriots.com/sports/baseball,https://uttylerpatriots.com,2025-01-07T00:00:00Z,2024-10-29T00:00:00Z,Sidearm,0,0,1,0,https://uttylerpatriots.com/images/logos/site/site.png?width=600,#cb6015,29-23,0.558,L2,28-20,0.583,L2,https://lonestarconference.org/images/logos/site/site.png?width=600,Lone Star Tournament Appearance,NA,NA,NA
UVA Wise,UVA Wise,SAC,NA,No,Yes,https://uvawisecavs.com/sports/baseball/schedule/2025,https://uvawisecavs.com/sports/baseball/roster/2025,https://uvawisecavs.com/sports/baseball,https://uvawisecavs.com,2025-01-07T00:00:00Z,2024-10-31T00:00:00Z,Sidearm,0,0,1,0,https://uvawisecavs.com/images/logos/site/site.png?width=600,#d21414,12-37,0.245,L8,8-22,0.267,L7,https://cdn.usteamcolors.com/images/ncaa/conferences/south-atlantic-conference-logo.png,NA,NA,NA,NA
Valdosta St.,Valdosta State,Gulf South,NA,Yes,Yes,https://vstateblazers.com/sports/baseball/schedule/2025,https://vstateblazers.com/sports/baseball/roster/2025,https://vstateblazers.com/sports/baseball,https://vstateblazers.com,2024-10-30T00:00:00Z,2024-11-19T00:00:00Z,Sidearm,1,0,0,0,https://vstateblazers.com/images/logos/site/site.png?width=600,#cf102c,28-20,0.583,L2,18-12,0.6,L2,https://gscsports.org/images/logos/site/site.png?width=600,Gulf South Tournament Appearance,53.2,85.6,65.3
Vanguard,Vanguard,PacWest,NA,Yes,Yes,https://vanguardlions.com/sports/baseball/schedule/2025,https://vanguardlions.com/sports/baseball/roster/2025,https://vanguardlions.com/sports/baseball,https://vanguardlions.com,2024-10-29T00:00:00Z,2024-10-29T00:00:00Z,Sidearm,1,0,0,0,https://vanguardlions.com/images/logos/site/site.png?width=600,#003768,26-23,0.531,L5,9-15,0,NA,https://thepacwest.com/images/logos/site/site.png?width=600,1st Season as a Division II Program,24.4,33.5,27.800000000000004
Virginia St.,Virginia State,Independent,NA,No,Yes,https://govsutrojans.com/sports/baseball/schedule/2025,https://govsutrojans.com/sports/baseball/roster/2025,https://govsutrojans.com/sports/baseball,https://govsutrojans.com,2025-01-07T00:00:00Z,2024-12-19T00:00:00Z,Sidearm,0,0,1,0,https://govsutrojans.com/images/logos/site/site.png?width=600,#ff6418,10-29,0.256,W1,0-0,0,L8,NA,NA,NA,NA,NA
Walsh,Walsh,G-MAC,NA,Yes,Yes,https://athletics.walsh.edu/sports/baseball/schedule/2025,https://athletics.walsh.edu/sports/baseball/roster/2025,https://athletics.walsh.edu/sports/baseball,https://athletics.walsh.edu,2024-10-29T00:00:00Z,2024-11-24T00:00:00Z,Sidearm,1,0,0,0,https://athletics.walsh.edu/images/logos/site/site.png?width=600,#751D2D,27-23,0.54,L2,18-14,0.563,L2,https://greatmidwestsports.com/images/logos/site/site.png?width=600,G-MAC Tournament Appearance,53.6,55.900000000000006,54.50000000000001
Washburn,Washburn,MIAA,NA,Yes,Yes,https://wusports.com/sports/baseball/schedule/2025,https://wusports.com/sports/baseball/roster/2025,https://wusports.com/sports/baseball,https://wusports.com,2024-10-29T00:00:00Z,2024-11-19T00:00:00Z,Sidearm,1,0,0,0,https://wusports.com/images/logos/site/site.png?width=600,#01265a,32-21,0.604,L2,20-12,0.625,L2,https://themiaa.com/images/logos/site/site.png?width=600,MIAA Tournament Appearance,63.3,84.5,71.2
Wayne St. (MI),Wayne State (Michigan),GLIAC,NA,Yes,Yes,https://wsuathletics.com/sports/baseball/schedule/2025,https://wsuathletics.com/sports/baseball/roster/2025,https://wsuathletics.com/sports/baseball,https://wsuathletics.com,2024-11-03T00:00:00Z,2024-11-03T00:00:00Z,Sidearm,1,0,0,0,https://wsuathletics.com/images/logos/site/site.png?width=600,#115e56,29-21,0.58,L3,18-12,0.6,L3,https://cdn.usteamcolors.com/images/ncaa/conferences/great-lakes-intercollegiate-athletic-conference-logo.png,GLIAC Tournament Appearance,67.60000000000001,22.7,50.3
Wayne St. (NE),Wayne State (Nebraska),NSIC,NA,Yes,Yes,https://wscwildcats.com/sports/baseball/schedule/2025,https://wscwildcats.com/sports/baseball/roster/2025,https://wscwildcats.com/sports/baseball,https://wscwildcats.com,2024-11-03T00:00:00Z,2024-11-03T00:00:00Z,Sidearm,1,0,0,0,https://wscwildcats.com/images/logos/site/site.png?width=600,#3a3a3a,29-23,0.558,L1,21-16,0.568,L1,https://northernsun.org/images/logos/site/site.png?width=600,NSIC Tournament Appearance,63.5,66.3,64.60000000000001
West Ala.,West Alabama,Gulf South,NA,Yes,Yes,https://uwaathletics.com/sports/baseball/schedule/2025,https://uwaathletics.com/sports/baseball/roster/2025,https://uwaathletics.com/sports/baseball,https://uwaathletics.com,2024-12-19T00:00:00Z,2024-12-19T00:00:00Z,Sidearm,1,0,0,0,https://uwaathletics.com/images/logos/site/site.png?width=600,#91181f,21-26,0.447,W1,12-18,0.4,W1,https://gscsports.org/images/logos/site/site.png?width=600,NA,60.1,66.2,62.5
West Chester,West Chester,PSAC,East,Yes,Yes,https://wcupagoldenrams.com/sports/baseball/schedule/2025,https://wcupagoldenrams.com/sports/baseball/roster/2025,https://wcupagoldenrams.com/sports/baseball,https://wcupagoldenrams.com,2024-11-27T00:00:00Z,2024-12-30T00:00:00Z,Sidearm,1,0,0,0,https://wcupagoldenrams.com/images/logos/site/site.png?width=600,#360056,43-9,0.827,L2,25-7,0.781,L1,https://psacsports.org/images/logos/site/site.png?width=600,PSAC Tournament Champions; Atlantic Regional Host,34.300000000000004,72.7,48.8
West Florida,West Florida,Gulf South,NA,Yes,Yes,https://goargos.com/sports/baseball/schedule/2025,https://goargos.com/sports/baseball/roster/2025,https://goargos.com/sports/baseball,https://goargos.com,2025-01-07T00:00:00Z,2024-11-04T00:00:00Z,Sidearm,1,0,0,0,https://goargos.com/images/logos/site/site.png?width=600,#007dc3,35-23,0.603,L1,17-13,0.567,W2,https://gscsports.org/images/logos/site/site.png?width=600,GSC Tournament Champions; South Regional Appearance,44.7,67.5,53.5
West Liberty,West Liberty,MEC,North,Yes,Yes,https://hilltoppersports.com/sports/baseball/schedule/2025,https://hilltoppersports.com/sports/baseball/roster/2025,https://hilltoppersports.com/sports/baseball,https://hilltoppersports.com,2024-11-03T00:00:00Z,2024-11-03T00:00:00Z,Sidearm,0,1,0,0,https://hilltoppersports.com/images/logos/site/site.png?width=600,#ffcd33,12-38,0.24,W1,8-20,0.286,W1,https://mountaineast.org/images/logos/site/site.png?width=600,NA,65,82.5,71.6
West Tex. A&M,West Texas A&M,Lone Star,NA,Yes,Yes,https://gobuffsgo.com/sports/baseball/schedule/2025,https://gobuffsgo.com/sports/baseball/roster/2025,https://gobuffsgo.com/sports/baseball,https://gobuffsgo.com,2024-11-03T00:00:00Z,2024-11-03T00:00:00Z,Sidearm,1,0,0,0,https://gobuffsgo.com/images/logos/site/site.png?width=600,#581818,37-19,0.661,L1,34-14,0.708,L4,https://lonestarconference.org/images/logos/site/site.png?width=600,South Central Regional Appearance,77.10000000000001,34.8,61.199999999999996
West Virginia St.,West Virginia State,MEC,South,No,Yes,https://wvsuyellowjackets.com/sports/baseball/schedule/2025,https://wvsuyellowjackets.com/sports/baseball/roster/2025,https://wvsuyellowjackets.com/sports/baseball,https://wvsuyellowjackets.com,2025-01-07T00:00:00Z,2024-12-30T00:00:00Z,Sidearm,0,0,1,0,https://wvsuyellowjackets.com/images/logos/site/site.png?width=600,#cfab2b,31-20,0.608,L1,20-10,0.667,L1,https://mountaineast.org/images/logos/site/site.png?width=600,MEC Tournament Appearance,NA,NA,NA
West Va. Wesleyan,West Virginia Wesleyan,MEC,South,Yes,Yes,https://wesleyanbobcats.com/sports/baseball/schedule/2025,https://wesleyanbobcats.com/sports/baseball/roster/2025,https://wesleyanbobcats.com/sports/baseball,https://wesleyanbobcats.com,2024-11-03T00:00:00Z,2025-01-07T00:00:00Z,Sidearm,1,0,0,0,https://wesleyanbobcats.com/images/logos/site/site.png?width=600,#f05123,12-33,0.267,W1,7-22,0.241,W1,https://mountaineast.org/images/logos/site/site.png?width=600,NA,51.4,73.1,59.699999999999996
Western Ore.,Western Oregon,GNAC,NA,Yes,Yes,https://wouwolves.com/sports/baseball/schedule/2025,https://wouwolves.com/sports/baseball/roster/2025,https://wouwolves.com/sports/baseball,https://wouwolves.com,2025-01-13T00:00:00Z,2024-11-24T00:00:00Z,Sidearm,1,0,0,0,https://wouwolves.com/images/logos/site/site.png?width=600,#e31837,29-21,0.58,L1,21-11,0.656,L1,https://gnacsports.com/images/logos/site/site.png?width=600,GNAC Tournament Appearance,NA,NA,NA
Westmont,Westmont,PacWest,NA,Yes,Yes,https://athletics.westmont.edu/sports/baseball/schedule/2025,https://athletics.westmont.edu/sports/baseball/roster/2025,https://athletics.westmont.edu/sports/baseball,https://athletics.westmont.edu,2025-01-21T00:00:00Z,2024-10-30T00:00:00Z,Sidearm,1,0,0,0,https://athletics.westmont.edu/images/logos/site/site.png?width=600,#903,33-15-3,0.676,W1,23-8-1,0.734,W1,https://thepacwest.com/images/logos/site/site.png?width=600,NA,89.7,65.8,80.4
Wheeling,Wheeling,MEC,North,Yes,Yes,https://wucardinals.com/sports/baseball/schedule/2025,https://wucardinals.com/sports/baseball/roster/2025,https://wucardinals.com/sports/baseball,https://wucardinals.com,2024-12-01T00:00:00Z,2024-12-30T00:00:00Z,Sidearm,1,0,0,0,https://wucardinals.com/images/logos/site/site.png?width=600,#e80532,25-26,0.49,L3,13-15,0.464,L3,https://mountaineast.org/images/logos/site/site.png?width=600,MEC Tournament Appearance,33.2,50,39.6
William Jewell,William Jewell,GLVC,NA,Yes,Yes,https://jewellcardinals.com/sports/baseball/schedule/2025,https://jewellcardinals.com/sports/baseball/roster/2025,https://jewellcardinals.com/sports/baseball,https://jewellcardinals.com,2024-10-30T00:00:00Z,2024-10-30T00:00:00Z,Sidearm,1,0,0,0,https://jewellcardinals.com/images/logos/site/site.png?width=600,#c1140d,32-22,0.593,L2,22-16,0.579,L2,https://glvcsports.com/images/logos/site/site.png?width=600,GLVC Tournament Appearance,47.9,62.6,53.3
Wilmington (DE),Wilmington,CACC,South,No,Yes,https://wildcats.athletics.wilmu.edu/sports/bsb/2024-25/schedule,https://wildcats.athletics.wilmu.edu/sports/bsb/2024-25/roster,https://wildcats.athletics.wilmu.edu/sports/bsb,https://wildcats.athletics.wilmu.edu,2025-01-07T00:00:00Z,2024-12-19T00:00:00Z,Presto,0,0,1,0,https://cdn.usteamcolors.com/images/ncaa/division-2/wilmington-wildcats-logo.png,#008350,24-21,0.533,L2,13-9,0.591,L2,https://cdn.usteamcolors.com/images/ncaa/conferences/central-atlantic-collegiate-conference-logo.png,CACC Tournament Appearance,NA,NA,NA
Wingate,Wingate,SAC,NA,Yes,Yes,https://wingatebulldogs.com/sports/baseball/schedule/2025,https://wingatebulldogs.com/sports/baseball/roster/2025,https://wingatebulldogs.com/sports/baseball,https://wingatebulldogs.com,2024-11-24T00:00:00Z,2024-12-16T00:00:00Z,Sidearm,1,0,0,0,https://wingatebulldogs.com/images/logos/site/site.png?width=600,#0a1037,34-25,0.576,L1,18-12,0.6,W6,https://cdn.usteamcolors.com/images/ncaa/conferences/south-atlantic-conference-logo.png,SAC Tournament Champions; Southeast Regional Appearance,37.1,54.3,43.7
Winona St.,Winona State,NSIC,NA,Yes,Yes,https://winonastatewarriors.com/sports/baseball/schedule/2025,https://winonastatewarriors.com/sports/baseball/roster/2025,https://winonastatewarriors.com/sports/baseball,https://winonastatewarriors.com,2024-11-01T00:00:00Z,2024-11-01T00:00:00Z,Sidearm,1,0,0,0,https://winonastatewarriors.com/images/logos/site/site.png?width=600,#5f287c,21-28,0.429,L1,18-21,0.462,L1,https://northernsun.org/images/logos/site/site.png?width=600,NA,88.1,52.800000000000004,74.5
Wis.-Parkside,Wisconsin-Parkside,GLIAC,NA,Yes,Yes,https://parksiderangers.com/sports/baseball/schedule/2025,https://parksiderangers.com/sports/baseball/roster/2025,https://parksiderangers.com/sports/baseball,https://parksiderangers.com,2024-12-19T00:00:00Z,2024-11-24T00:00:00Z,Sidearm,1,0,0,0,https://parksiderangers.com/images/logos/site/site.png?width=600,#00502f,21-30,0.412,L7,10-20,0.333,L6,https://cdn.usteamcolors.com/images/ncaa/conferences/great-lakes-intercollegiate-athletic-conference-logo.png,GLIAC Tournament Appearance,71.5,73.5,72.3
Young Harris,Young Harris,Conference Carolinas,NA,Yes,Yes,https://yhcathletics.com/sports/baseball/schedule/2025,https://yhcathletics.com/sports/baseball/roster/2025,https://yhcathletics.com/sports/baseball,https://yhcathletics.com,2024-09-19T00:00:00Z,2024-09-19T00:00:00Z,Sidearm,1,0,0,0,https://yhcathletics.com/images/logos/site/site.png?width=600,#522e91,41-15,0.732,L1,22-8,0.733,W1,https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/swuathletics.com/images/responsive_2020/logo_footer_conference-carolina.png,Southeast Regional Appearance,58.4,46.400000000000006,53.800000000000004
